FILENAME,URL,URLLength,Domain,DomainLength,IsDomainIP,TLD,URLSimilarityIndex,CharContinuationRate,TLDLegitimateProb,URLCharProb,TLDLength,NoOfSubDomain,HasObfuscation,NoOfObfuscatedChar,ObfuscationRatio,NoOfLettersInURL,LetterRatioInURL,NoOfDegitsInURL,DegitRatioInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,SpacialCharRatioInURL,IsHTTPS,LineOfCode,LargestLineLength,HasTitle,Title,DomainTitleMatchScore,URLTitleMatchScore,HasFavicon,Robots,IsResponsive,NoOfURLRedirect,NoOfSelfRedirect,HasDescription,NoOfPopup,NoOfiFrame,HasExternalFormSubmit,HasSocialNet,HasSubmitButton,HasHiddenFields,HasPasswordField,Bank,Pay,Crypto,HasCopyrightInfo,NoOfImage,NoOfCSS,NoOfJS,NoOfSelfRef,NoOfEmptyRef,NoOfExternalRef,label
38869.txt,https://www.naturalearthdata.com,31,www.naturalearthdata.com,24,0,com,100,1,0.5229071,0.063778944,3,1,0,0,0,18,0.581,0,0,0,0,0,1,0.032,1,534,1820,1,naturalearthdata,100,100,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,42,7,11,53,0,54,1
op190.txt,https://att-104164.weeblysite.com/,34,att-104164.weeblysite.com,25,0,com,66.69538462,0.80952381,0.5229071,0.044095497,3,1,0,0,0,16,0.471,6,0.176,0,0,0,4,0.118,1,68,80,1,att-104164weeblysite,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
160785.txt,https://www.frdc.com.au,22,www.frdc.com.au,15,0,au,100,0.625,0.0100856,0.062284949,2,2,0,0,0,8,0.364,0,0,0,0,0,2,0.091,1,4140,1020,1,frdccom,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,11,2,4,331,0,11,1
256994.txt,https://www.lukul.sk,19,www.lukul.sk,12,0,sk,100,1,0.0009815,0.03684609,2,1,0,0,0,6,0.316,0,0,0,0,0,1,0.053,1,592,3145,1,lukul,100,100,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,11,25,25,0,29,1
239501.txt,https://www.cityparkapp.pl,25,www.cityparkapp.pl,18,0,pl,100,1,0.0069695,0.045474226,2,1,0,0,0,12,0.48,0,0,0,0,0,1,0.04,1,420,273,1,cityarka,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,18,7,20,80,2,14,1
8053686.txt,http://tkmowpikuk.owl4fsrch.club/vnafvra97w/?q=3717065149&id=100,64,tkmowpikuk.owl4fsrch.club,25,0,club,14.33862939,0.6,0.0006227,0.028541331,4,1,0,0,0,33,0.516,16,0.25,2,1,0,5,0.125,0,2,72,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8089721.txt,https://a04854e8-0cca-4b74-80e6-aacb14a4a5f7.id.repl.co,55,a04854e8-0cca-4b74-80e6-aacb14a4a5f7.id.repl.co,47,0,co,32.81965848,0.227272727,0.0059772,0.036352669,2,2,0,0,0,22,0.4,18,0.327,0,0,0,7,0.127,1,17,665,1,a04854e8-0cca-4b74-80e6-aacb14a4a5f7idrepl,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0
825767.txt,https://www.scandlines.dk,24,www.scandlines.dk,17,0,dk,100,1,0.0022943,0.057883109,2,1,0,0,0,11,0.458,0,0,0,0,0,1,0.042,1,2305,6852,1,scanlines,0,0,1,1,1,1,0,1,0,2,0,0,1,0,0,0,0,0,0,60,1,7,74,0,20,1
137501.txt,https://www.hskonline.com,24,www.hskonline.com,17,0,com,100,1,0.5229071,0.062169499,3,1,0,0,0,11,0.458,0,0,0,0,0,1,0.042,1,556,521,1,hskonline,100,100,0,0,1,0,0,1,0,5,0,0,0,1,0,0,0,0,1,39,5,5,41,12,13,1
172246.txt,https://www.nutritioncare.org,28,www.nutritioncare.org,21,0,org,100,1,0.0799628,0.067909274,3,1,0,0,0,15,0.536,0,0,0,0,0,1,0.036,1,740,5927,1,nutritioncare,100,100,0,0,1,0,0,0,0,4,0,1,1,1,0,0,0,0,1,16,3,25,101,1,68,1
890792.txt,https://www.tileandstonejournal.com,34,www.tileandstonejournal.com,27,0,com,100,1,0.5229071,0.063779783,3,1,0,0,0,21,0.618,0,0,0,0,0,1,0.029,1,8418,9458,1,tileandstonejournal,100,100,1,1,1,0,0,1,0,2,0,1,1,1,0,1,0,0,1,48,9,14,208,18,212,1
480933.txt,https://www.c.line-design.fr,27,www.c.line-design.fr,20,0,fr,100,0.538461538,0.0141483,0.055437841,2,2,0,0,0,12,0.444,0,0,0,0,0,3,0.111,1,456,2808,1,cline-design,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,63,3,17,5,2,32,1
507550.txt,https://www.capeblancoheritagesociety.com,40,www.capeblancoheritagesociety.com,33,0,com,100,1,0.5229071,0.065534568,3,1,0,0,0,27,0.675,0,0,0,0,0,1,0.025,1,329,630,1,capeblanheritagesociety,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,0,1,15,2,10,0,2,9,1
608275.txt,https://www.caterinaperez.com,28,www.caterinaperez.com,21,0,com,100,1,0.5229071,0.067312522,3,1,0,0,0,15,0.536,0,0,0,0,0,1,0.036,1,587,230,1,caterinaperez,100,100,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,3,1,5,186,3,5,1
7536227.txt,https://auth-document-shared.datingg-voice.workers.dev/,54,auth-document-shared.datingg-voice.workers.dev,46,0,dev,29.03511242,0.214285714,0.0009613,0.056210107,3,2,0,0,0,40,0.741,0,0,0,0,0,6,0.111,1,2,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8002708.txt,https://mail-service-100960.weeblysite.com/,42,mail-service-100960.weeblysite.com,34,0,com,42.27385072,0.566666667,0.5229071,0.04904495,3,1,0,0,0,24,0.571,6,0.143,0,0,0,4,0.095,1,68,80,1,mail-service-100960weeblysite,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
45315.txt,https://www.aqr.com,18,www.aqr.com,11,0,com,100,1,0.5229071,0.064067302,3,1,0,0,0,5,0.278,0,0,0,0,0,1,0.056,1,924,10597,1,aqr,100,100,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,8,1,8,74,0,6,1
mw29689.txt,http://www.a0646498.xsph.ru,26,www.a0646498.xsph.ru,20,0,ru,62.04044118,0.923076923,0.0180132,0.019862182,2,2,0,0,0,6,0.231,7,0.269,0,0,0,2,0.077,0,9,44,1,a0646498xsph,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8017971.txt,https://helpadcase1002405739503874569.web.app/,45,helpadcase1002405739503874569.web.app,37,0,app,26.69639768,0.909090909,0.001502,0.024818844,3,1,0,0,0,16,0.356,19,0.422,0,0,0,2,0.044,1,108,8125,1,helpadcase1002405739503874569web,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
58788.txt,https://www.poundingtherock.com,30,www.poundingtherock.com,23,0,com,100,1,0.5229071,0.058409715,3,1,0,0,0,17,0.567,0,0,0,0,0,1,0.033,1,5790,29722,1,poundingtherock,100,100,1,0,1,0,0,1,0,2,0,1,1,0,0,1,0,1,1,100,4,16,185,0,275,1
809646.txt,https://www.kellerberrin.wa.gov.au,33,www.kellerberrin.wa.gov.au,26,0,au,100,0.684210526,0.0100856,0.056433177,2,3,0,0,0,18,0.545,0,0,0,0,0,3,0.091,1,1646,26895,1,kellerberrinwgov,0,0,1,1,1,0,0,1,0,5,1,1,1,1,0,0,1,1,0,15,18,29,203,34,209,1
406296.txt,https://www.stadtgarten.de,25,www.stadtgarten.de,18,0,de,100,1,0.0326503,0.056799213,2,1,0,0,0,12,0.48,0,0,0,0,0,1,0.04,1,1038,1598,1,statgarten,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,64,1,2,100,0,83,1
8064029.txt,https://noxioussweetconnections.carisss.repl.co/,48,noxioussweetconnections.carisss.repl.co,39,0,co,38.76397107,0.666666667,0.0059772,0.065147399,2,2,0,0,0,36,0.75,0,0,0,0,0,4,0.083,1,198,869,1,noxioussweetnnectionscarisssrepl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
mw54973.txt,http://www.jerode.ga,19,www.jerode.ga,13,0,ga,70.12345679,1,0.0002256,0.058236006,2,1,0,0,0,7,0.368,0,0,0,0,0,1,0.053,0,20,207,1,jerode,100,100,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88270.txt,https://www.ytv.co.jp,20,www.ytv.co.jp,13,0,jp,100,0.666666667,0.0230451,0.043406417,2,2,0,0,0,6,0.3,0,0,0,0,0,2,0.1,1,271,102,1,ytvco,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,4,14,6,0,1,1
118549.txt,https://www.today.uci.edu,24,www.today.uci.edu,17,0,edu,100,0.666666667,0.0115013,0.057033392,3,2,0,0,0,10,0.417,0,0,0,0,0,2,0.083,1,498,688,1,todayuci,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,11,4,6,6,0,29,1
519820.txt,https://www.spket.com,20,www.spket.com,13,0,com,100,1,0.5229071,0.059480699,3,1,0,0,0,7,0.35,0,0,0,0,0,1,0.05,1,157,255,1,spket,100,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,7,8,0,3,1
706281.txt,https://www.americanauctioneers.com,34,www.americanauctioneers.com,27,0,com,100,1,0.5229071,0.071742472,3,1,0,0,0,21,0.618,0,0,0,0,0,1,0.029,1,3863,284,1,americanauctioneers,100,100,1,0,1,1,1,1,2,0,0,1,1,1,0,0,1,0,1,145,26,19,1,27,51,1
8070406.txt,https://yrislfnb.qpoe.com/,26,yrislfnb.qpoe.com,17,0,com,49.57764782,0.692307692,0.5229071,0.052526197,3,1,0,0,0,15,0.577,0,0,0,0,0,3,0.115,1,35,126,1,yrislfnbqpoe,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8075121.txt,http://www.amazcazm-co-jp.amaozcon.rmbuzo.cn,44,www.amazcazm-co-jp.amaozcon.rmbuzo.cn,37,0,cn,27.96413331,0.3,0.0033218,0.05848331,2,3,0,0,0,28,0.636,0,0,0,0,0,5,0.114,0,2,537,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
862326.txt,https://www.bemoreelephant.org,29,www.bemoreelephant.org,22,0,org,100,1,0.0799628,0.066093081,3,1,0,0,0,16,0.552,0,0,0,0,0,1,0.034,1,827,1902,1,bemeelephant,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,33,18,23,0,0,131,1
14997.txt,https://www.ahrq.gov,19,www.ahrq.gov,12,0,gov,100,1,0.0033282,0.049932876,3,1,0,0,0,6,0.316,0,0,0,0,0,1,0.053,1,2162,419,1,ahrq,100,100,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,0,50,4,9,235,2,48,1
851577.txt,https://www.wsyc.org.uk,22,www.wsyc.org.uk,15,0,uk,100,0.625,0.028555,0.047186894,2,2,0,0,0,8,0.364,0,0,0,0,0,2,0.091,1,766,3760,1,wsycorg,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,32,9,8,130,0,138,1
oph04606.txt,https://dutsh-helppackage.ecranul.ro/public/2o2doozxbbb4pbrakubsf3imqylgtfqv,76,dutsh-helppackage.ecranul.ro,28,0,ro,15.01303846,0.48,0.001523,0.042543491,2,1,0,0,0,59,0.776,4,0.053,0,0,0,5,0.066,1,13,125,1,dutsh-helppackageecranulpublic2o2doozxbbb4pbrakubsf3imqylgtfqv,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
88504.txt,https://www.dhcs.ca.gov,22,www.dhcs.ca.gov,15,0,gov,100,0.714285714,0.0033282,0.058425485,3,2,0,0,0,8,0.364,0,0,0,0,0,2,0.091,1,2107,4166,1,dhcsca,0,0,1,0,1,0,0,1,1,2,0,1,0,1,0,0,1,0,1,13,6,39,104,1,25,1
544946.txt,https://www.riadzahra.com,24,www.riadzahra.com,17,0,com,100,1,0.5229071,0.0605587,3,1,0,0,0,11,0.458,0,0,0,0,0,1,0.042,1,496,1746,1,riadzahra,100,100,1,0,1,0,0,1,0,4,0,1,1,1,0,0,0,0,1,29,12,17,56,0,73,1
508867.txt,https://www.cherrypoint.marines.mil,34,www.cherrypoint.marines.mil,27,0,mil,100,0.631578947,0.0002984,0.06117875,3,2,0,0,0,20,0.588,0,0,0,0,0,2,0.059,1,2413,7848,1,cherrypointmarines,0,0,1,1,1,1,1,0,0,3,0,1,0,1,0,0,0,0,1,29,7,8,194,6,253,1
597110.txt,https://www.lifealongtheway.org,30,www.lifealongtheway.org,23,0,org,100,1,0.0799628,0.05658501,3,1,0,0,0,17,0.567,0,0,0,0,0,1,0.033,1,868,9381,1,lifealongtheway,100,100,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,18,13,26,111,2,111,1
8027772.txt,https://ieej.lv/wkrxk,20,ieej.lv,7,0,lv,62.07264957,1,0.0004411,0.0394477,2,0,0,0,0,10,0.5,0,0,0,0,0,2,0.1,1,2,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8066651.txt,http://shorturl.at/deqzc,24,shorturl.at,11,0,at,67.24336794,1,0.0038776,0.05142328,2,0,0,0,0,15,0.625,0,0,0,0,0,2,0.083,0,9,79,1,shorturldeqzc,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
556311.txt,https://www.globalfootwearawards.com,35,www.globalfootwearawards.com,28,0,com,100,1,0.5229071,0.06074242,3,1,0,0,0,22,0.629,0,0,0,0,0,1,0.029,1,1666,9360,1,globalfootwearawards,100,100,0,1,0,0,0,0,0,9,0,1,1,0,0,1,1,0,1,53,30,18,81,0,95,1
432622.txt,https://www.stardailynews.co.kr,30,www.stardailynews.co.kr,23,0,kr,100,0.875,0.0022733,0.055655363,2,2,0,0,0,16,0.533,0,0,0,0,0,2,0.067,1,1635,315,1,stardailynewsco,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,41,20,21,147,2,119,1
534189.txt,https://www.leboskincare.com,27,www.leboskincare.com,20,0,com,100,1,0.5229071,0.066517726,3,1,0,0,0,14,0.519,0,0,0,0,0,1,0.037,1,1210,13325,1,leboskincare,100,100,1,1,1,0,0,1,0,2,0,1,0,1,0,0,0,0,1,26,15,11,58,1,63,1
408130.txt,https://www.stanleypickergallery.org,35,www.stanleypickergallery.org,28,0,org,100,1,0.0799628,0.056802909,3,1,0,0,0,22,0.629,0,0,0,0,0,1,0.029,1,326,1820,1,stanleypickergallery,100,100,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,10,23,27,38,0,40,1
7960646.txt,http://s.id/accessobperbancaweb,30,s.id,4,0,id,39.34703434,1,0.0014653,0.061687673,2,0,0,0,0,21,0.7,0,0,0,0,0,2,0.067,0,9,51,1,saccessobperbancawe,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8038489.txt,https://dx6u-mfg6k.firebaseapp.com/,35,dx6u-mfg6k.firebaseapp.com,26,0,com,63.90532544,0.590909091,0.5229071,0.045014895,3,1,0,0,0,21,0.6,2,0.057,0,0,0,4,0.114,1,108,8125,1,dx6u-mfg6kfirebaseapp,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
8138132.txt,https://hoaphatcantho.com/ssl,29,hoaphatcantho.com,17,0,com,48.15501958,1,0.5229071,0.061965417,3,0,0,0,0,19,0.655,0,0,0,0,0,2,0.069,1,15,155,1,hoaphatcanthossl,0,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470608.txt,https://www.ichibata.co.jp,25,www.ichibata.co.jp,18,0,jp,100,0.818181818,0.0230451,0.05863612,2,2,0,0,0,11,0.44,0,0,0,0,0,2,0.08,1,360,251,1,ichibataco,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,45,2,7,90,0,103,1
240624.txt,https://www.casoapp.com,22,www.casoapp.com,15,0,com,100,1,0.5229071,0.068777398,3,1,0,0,0,9,0.409,0,0,0,0,0,1,0.045,1,481,943,1,casoapp,100,100,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,14,8,17,31,3,13,1
170328.txt,https://www.perts.net,20,www.perts.net,13,0,net,100,1,0.0384199,0.062056495,3,1,0,0,0,7,0.35,0,0,0,0,0,1,0.05,1,803,449,1,perts,100,100,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,19,4,12,37,0,14,1
519706.txt,https://www.janisroze.lv,23,www.janisroze.lv,16,0,lv,100,1,0.0004411,0.056548535,2,1,0,0,0,10,0.435,0,0,0,0,0,1,0.043,1,3107,30215,1,janisroze,100,100,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,117,11,12,348,2,353,1
527474.txt,https://www.fishingbreaks.co.uk,30,www.fishingbreaks.co.uk,23,0,uk,100,0.875,0.028555,0.052576016,2,2,0,0,0,16,0.533,0,0,0,0,0,2,0.067,1,381,799,1,fishingbreaksco,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,13,2,3,11,0,78,1
7968745.txt,https://btinternet-101672.square.site/,37,btinternet-101672.square.site,29,0,site,59.2688172,0.708333333,0.0017656,0.046264242,4,1,0,0,0,20,0.541,6,0.162,0,0,0,3,0.081,1,68,80,1,btinternet-101672square,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
840814.txt,https://www.dilloninvestigates.com,33,www.dilloninvestigates.com,26,0,com,100,1,0.5229071,0.060979645,3,1,0,0,0,20,0.606,0,0,0,0,0,1,0.03,1,502,1233,1,dilloninvestigates,100,100,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,24,4,7,20,0,11,1
719259.txt,https://www.nek.uu.se,20,www.nek.uu.se,13,0,se,100,0.666666667,0.0040185,0.047073369,2,2,0,0,0,6,0.3,0,0,0,0,0,2,0.1,1,776,560,1,nekuu,0,0,1,1,1,0,0,1,0,6,0,1,1,0,0,1,0,0,1,15,4,5,35,1,39,1
oph07116.txt,https://hd55-dk-6c.web.app/f1,29,hd55-dk-6c.web.app,18,0,app,42.60977118,0.428571429,0.001502,0.027927931,3,1,0,0,0,12,0.414,4,0.138,0,0,0,5,0.172,1,2,2281,1,hd55-dk-6cwebf1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0
mw79377.txt,http://www.e.gp,14,www.e.gp,8,0,gp,82.5,1,0.000006,0.058896953,2,1,0,0,0,2,0.143,0,0,0,0,0,1,0.071,0,11,68,1,e,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
715624.txt,https://www.kpers.org,20,www.kpers.org,13,0,org,100,1,0.0799628,0.058955513,3,1,0,0,0,7,0.35,0,0,0,0,0,1,0.05,1,937,377,1,kpers,100,100,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,7,4,10,68,0,6,1
7968854.txt,https://www.metacoin-online.net/,31,www.metacoin-online.net,23,0,net,72.8531856,0.6,0.0384199,0.070546822,3,1,0,0,0,17,0.548,0,0,0,0,0,2,0.065,1,2,670,1,metacoin-online,100,100,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0
mw26390.txt,http://www.wp-pl-potwierdz-dostep.site,37,www.wp-pl-potwierdz-dostep.site,31,0,site,31.49243918,0.454545455,0.0017656,0.049027544,4,1,0,0,0,22,0.595,0,0,0,0,0,4,0.108,0,2,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454141.txt,https://www.marykay.es,21,www.marykay.es,14,0,es,100,1,0.0064109,0.052440286,2,1,0,0,0,8,0.381,0,0,0,0,0,1,0.048,1,922,2035,1,marykay,100,100,0,0,1,0,0,1,0,2,0,1,1,1,0,0,0,0,0,26,2,18,32,0,7,1
137804.txt,https://www.soliddigital.com,27,www.soliddigital.com,20,0,com,100,1,0.5229071,0.059565196,3,1,0,0,0,14,0.519,0,0,0,0,0,1,0.037,1,2243,9381,1,soliddigital,100,100,0,1,1,0,0,1,0,5,0,1,0,1,0,0,1,0,1,32,27,80,96,0,100,1
135377.txt,https://www.seenit.io,20,www.seenit.io,13,0,io,100,1,0.0129268,0.06769758,2,1,0,0,0,7,0.35,0,0,0,0,0,1,0.05,1,1433,1142,1,seent,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,1,12,2,15,82,0,25,1
752217.txt,https://www.revistaneurocirugia.com,34,www.revistaneurocirugia.com,27,0,com,100,1,0.5229071,0.063801319,3,1,0,0,0,21,0.618,0,0,0,0,0,1,0.029,1,1213,969,1,revistaneurocirugia,100,100,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,5,13,14,34,0,58,1
651631.txt,https://www.ideadifferent.com,28,www.ideadifferent.com,21,0,com,100,1,0.5229071,0.061096386,3,1,0,0,0,15,0.536,0,0,0,0,0,1,0.036,1,419,434,1,ideadifferent,100,100,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,40,2,12,4,5,12,1
93683.txt,https://www.raveis.com,21,www.raveis.com,14,0,com,100,1,0.5229071,0.067273709,3,1,0,0,0,8,0.381,0,0,0,0,0,1,0.048,1,1353,509,1,raveis,100,100,1,0,1,0,0,1,0,5,0,1,1,0,0,1,0,0,1,38,7,18,111,1,65,1
170134.txt,https://www.planfindesemana.es,29,www.planfindesemana.es,22,0,es,100,1,0.0064109,0.061203697,2,1,0,0,0,16,0.552,0,0,0,0,0,1,0.034,1,982,9698,1,planfindsmana,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,11,10,17,151,1,162,1
731343.txt,https://www.promoteukraine.org,29,www.promoteukraine.org,22,0,org,100,1,0.0799628,0.066531064,3,1,0,0,0,16,0.552,0,0,0,0,0,1,0.034,1,459,9381,1,promoteukraine,100,100,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,35,5,6,123,1,123,1
505631.txt,https://www.toobeautiful.org,27,www.toobeautiful.org,20,0,org,100,1,0.0799628,0.061276336,3,1,0,0,0,14,0.519,0,0,0,0,0,1,0.037,1,1234,1835,1,toobeautiful,100,100,0,0,1,0,0,1,0,5,0,1,1,0,0,0,0,0,1,29,6,10,101,0,102,1
mw9180.txt,http://www.newtrendmicro.com,27,www.newtrendmicro.com,21,0,com,71.74163783,1,0.5229071,0.065995925,3,1,0,0,0,15,0.556,0,0,0,0,0,1,0.037,0,2,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170937.txt,https://www.slapmagazine.com,27,www.slapmagazine.com,20,0,com,100,1,0.5229071,0.060607116,3,1,0,0,0,14,0.519,0,0,0,0,0,1,0.037,1,849,6661,1,slapmagazine,100,100,0,0,1,0,0,1,0,5,0,0,1,1,0,1,0,0,1,6,7,9,70,1,68,1
8137045.txt,https://jnkhbjcgds3578377328dbcszxc3-38t5r3273w32wqe.weebly.com/,64,jnkhbjcgds3578377328dbcszxc3-38t5r3273w32wqe.weebly.com,55,0,com,11.09327037,0.411764706,0.5229071,0.025754745,3,1,0,0,0,32,0.5,20,0.312,0,0,0,4,0.062,1,129,368,1,jnkhbjcgds3578377328dbcszxc3-38t5r3273w32wqeweebly,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0
mw22830.txt,http://www.proxybrowser.org,26,www.proxybrowser.org,20,0,org,75.77777778,1,0.0799628,0.055472158,3,1,0,0,0,14,0.538,0,0,0,0,0,1,0.038,0,2,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64864.txt,https://www.newportmansions.org,30,www.newportmansions.org,23,0,org,100,1,0.0799628,0.064839377,3,1,0,0,0,17,0.567,0,0,0,0,0,1,0.033,1,1699,2152,1,newptmansions,0,0,0,1,1,0,0,0,0,2,0,1,0,0,0,0,0,0,1,6,2,5,58,2,71,1
737601.txt,https://www.blackvelvetmagazine.com,34,www.blackvelvetmagazine.com,27,0,com,100,1,0.5229071,0.056113904,3,1,0,0,0,21,0.618,0,0,0,0,0,1,0.029,1,331,648,1,blackvelvetmagazine,100,100,0,0,0,0,0,1,0,5,0,1,0,0,0,0,0,0,1,27,1,2,29,0,34,1
595475.txt,https://www.mudian.com.sg,24,www.mudian.com.sg,17,0,sg,100,0.7,0.0008953,0.061864852,2,2,0,0,0,10,0.417,0,0,0,0,0,2,0.083,1,1019,3773,1,mudiancom,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,30,31,68,0,1,90,1
616072.txt,https://www.mbsmissionaries.org,30,www.mbsmissionaries.org,23,0,org,100,1,0.0799628,0.065655625,3,1,0,0,0,17,0.567,0,0,0,0,0,1,0.033,1,2283,691,1,mbsmissionaries,100,100,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,25,2,5,157,0,165,1
39578.txt,https://www.one-tab.com,22,www.one-tab.com,15,0,com,100,0.571428571,0.5229071,0.073010958,3,1,0,0,0,8,0.364,0,0,0,0,0,2,0.091,1,222,417,1,one-tab,100,100,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,7,0,3,1
8121316.txt,https://mainttancepages.000webhostapp.com/cmosts.html,53,mainttancepages.000webhostapp.com,33,0,com,47.03166935,0.655172414,0.5229071,0.055501437,3,1,0,0,0,38,0.717,3,0.057,0,0,0,4,0.075,1,662,1005,1,mainttancepages000webhostappcmostshtml,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,8,0
247805.txt,https://www.trendster.io,23,www.trendster.io,16,0,io,100,1,0.0129268,0.062001702,2,1,0,0,0,10,0.435,0,0,0,0,0,1,0.043,1,1183,1506,1,trendster,100,100,1,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,60,1,5,5,0,15,1
mw214416.txt,http://www.blocomplimited.biz,29,www.blocomplimited.biz,22,0,biz,62.10526316,1,0.0017975,0.054520065,3,1,0,0,0,17,0.586,0,0,0,0,0,1,0.034,0,2,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mw7223.txt,http://www.securingyourpc.com,28,www.securingyourpc.com,22,0,com,72.83950617,1,0.5229071,0.058997967,3,1,0,0,0,16,0.571,0,0,0,0,0,1,0.036,0,9,42,1,securingyourpc,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615176.txt,https://www.homeplansindia.com,29,www.homeplansindia.com,22,0,com,100,1,0.5229071,0.063189415,3,1,0,0,0,16,0.552,0,0,0,0,0,1,0.034,1,6875,11480,1,homeplansindia,100,100,0,0,1,0,0,1,0,5,0,1,1,1,0,0,1,0,1,51,8,14,290,2,25,1
